run,step,query_idx,query_text,kb_size_bytes,file_count,model,vector_store_id,elapsed_ms,input_tokens,output_tokens,provider_server_latency_ms,throughput_output_tokens_per_sec,has_citation
1,1,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",10569,1,gpt-4o-mini,vs_69d5e710e1f8819198180aaf3bdb2837,61070.092,1471,832,60933,13.654,False
1,1,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",10569,1,gpt-4o-mini,vs_69d5e710e1f8819198180aaf3bdb2837,17907.466,9234,623,17850,34.902,True
1,1,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",10569,1,gpt-4o-mini,vs_69d5e710e1f8819198180aaf3bdb2837,13657.693,9127,455,13604,33.446,False
1,1,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,10569,1,gpt-4o-mini,vs_69d5e710e1f8819198180aaf3bdb2837,37293.473,9219,731,37232,19.634,False
1,1,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",10569,1,gpt-4o-mini,vs_69d5e710e1f8819198180aaf3bdb2837,9064.761,9121,347,8994,38.581,False
1,1,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,10569,1,gpt-4o-mini,vs_69d5e710e1f8819198180aaf3bdb2837,12525.04,9183,396,12450,31.807,False
1,2,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",21048,2,gpt-4o-mini,vs_69d5e7b1537c8191b38569f095246689,60084.276,17778,924,60023,15.394,True
1,2,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",21048,2,gpt-4o-mini,vs_69d5e7b1537c8191b38569f095246689,28216.247,17203,588,28160,20.881,True
1,2,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",21048,2,gpt-4o-mini,vs_69d5e7b1537c8191b38569f095246689,18221.795,17175,418,18133,23.052,True
1,2,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,21048,2,gpt-4o-mini,vs_69d5e7b1537c8191b38569f095246689,49533.189,17377,801,49467,16.193,True
1,2,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",21048,2,gpt-4o-mini,vs_69d5e7b1537c8191b38569f095246689,24962.791,17166,483,24885,19.409,True
1,2,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,21048,2,gpt-4o-mini,vs_69d5e7b1537c8191b38569f095246689,19361.529,17232,374,19300,19.378,True
1,3,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",31242,3,gpt-4o-mini,vs_69d5e8811f788191b2bed05c4cbbac6e,162380.852,18258,886,162266,5.46,False
1,3,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",31242,3,gpt-4o-mini,vs_69d5e8811f788191b2bed05c4cbbac6e,35059.265,17277,544,35006,15.54,True
1,3,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",31242,3,gpt-4o-mini,vs_69d5e8811f788191b2bed05c4cbbac6e,25531.119,17352,492,25466,19.32,True
1,3,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,31242,3,gpt-4o-mini,vs_69d5e8811f788191b2bed05c4cbbac6e,41265.271,17318,1001,41207,24.292,True
1,3,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",31242,3,gpt-4o-mini,vs_69d5e8811f788191b2bed05c4cbbac6e,15164.25,17304,397,15079,26.328,True
1,3,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,31242,3,gpt-4o-mini,vs_69d5e8811f788191b2bed05c4cbbac6e,28748.292,17369,410,28640,14.316,False
1,4,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",41717,4,gpt-4o-mini,vs_69d5e9c15dfc8191b0085173593b4b2d,92184.301,17693,750,92127,8.141,True
1,4,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",41717,4,gpt-4o-mini,vs_69d5e9c15dfc8191b0085173593b4b2d,32786.686,16992,497,32735,15.183,True
1,4,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",41717,4,gpt-4o-mini,vs_69d5e9c15dfc8191b0085173593b4b2d,17920.014,17268,534,17862,29.896,False
