run,step,query_idx,query_text,kb_size_bytes,file_count,model,vector_store_id,elapsed_ms,input_tokens,output_tokens,provider_server_latency_ms,throughput_output_tokens_per_sec,has_citation
1,1,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",10205,1,gpt-4o-mini,vs_69d49f13be5c8191bb3b76ef85c16ca1,36853.794,9113,648,36747,17.634,False
1,1,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",10205,1,gpt-4o-mini,vs_69d49f13be5c8191bb3b76ef85c16ca1,20841.718,8929,538,20781,25.889,False
1,1,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",10205,1,gpt-4o-mini,vs_69d49f13be5c8191bb3b76ef85c16ca1,30498.579,8836,575,30444,18.887,True
1,1,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,10205,1,gpt-4o-mini,vs_69d49f13be5c8191bb3b76ef85c16ca1,29346.501,9001,816,29286,27.863,True
1,1,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",10205,1,gpt-4o-mini,vs_69d49f13be5c8191bb3b76ef85c16ca1,11012.467,8828,413,10944,37.738,True
1,1,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,10205,1,gpt-4o-mini,vs_69d49f13be5c8191bb3b76ef85c16ca1,9358.307,8815,297,9307,31.911,False
1,2,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",20330,2,gpt-4o-mini,vs_69d49fa743748191b38a23742a9239b5,82250.486,17122,796,82193,9.685,True
1,2,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",20330,2,gpt-4o-mini,vs_69d49fa743748191b38a23742a9239b5,59376.614,16831,753,59258,12.707,False
1,2,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",20330,2,gpt-4o-mini,vs_69d49fa743748191b38a23742a9239b5,52039.953,16718,501,51954,9.643,False
1,2,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,20330,2,gpt-4o-mini,vs_69d49fa743748191b38a23742a9239b5,44203.21,16655,716,44095,16.238,False
1,2,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",20330,2,gpt-4o-mini,vs_69d49fa743748191b38a23742a9239b5,27471.934,16596,315,27420,11.488,False
1,2,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,20330,2,gpt-4o-mini,vs_69d49fa743748191b38a23742a9239b5,12050.847,16597,376,11949,31.467,True
1,3,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",30194,3,gpt-4o-mini,vs_69d4a0c48c348191ad2a82999747ba27,73875.588,17160,761,73809,10.31,True
1,3,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",30194,3,gpt-4o-mini,vs_69d4a0c48c348191ad2a82999747ba27,29633.636,17096,618,29525,20.931,False
1,3,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",30194,3,gpt-4o-mini,vs_69d4a0c48c348191ad2a82999747ba27,28774.2,16603,547,28719,19.047,False
1,3,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,30194,3,gpt-4o-mini,vs_69d4a0c48c348191ad2a82999747ba27,40649.249,17339,796,40582,19.615,False
1,3,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",30194,3,gpt-4o-mini,vs_69d4a0c48c348191ad2a82999747ba27,24164.723,17000,427,24030,17.769,True
1,3,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,30194,3,gpt-4o-mini,vs_69d4a0c48c348191ad2a82999747ba27,23884.618,17067,331,23421,14.133,False
2,1,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",10205,1,gpt-4o-mini,vs_69d4a1ac26608191865af18ae3a541d0,32609.411,9135,704,32489,21.669,False
2,1,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",10205,1,gpt-4o-mini,vs_69d4a1ac26608191865af18ae3a541d0,17999.415,8851,460,17945,25.634,True
2,1,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",10205,1,gpt-4o-mini,vs_69d4a1ac26608191865af18ae3a541d0,11908.677,8819,433,11856,36.522,False
2,1,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,10205,1,gpt-4o-mini,vs_69d4a1ac26608191865af18ae3a541d0,22616.18,8929,766,22547,33.973,True
2,1,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",10205,1,gpt-4o-mini,vs_69d4a1ac26608191865af18ae3a541d0,16484.277,8808,325,16328,19.904,False
2,1,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,10205,1,gpt-4o-mini,vs_69d4a1ac26608191865af18ae3a541d0,8241.225,8805,277,8151,33.984,False
2,2,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",20330,2,gpt-4o-mini,vs_69d4a223a85c8191998d39a756374fbf,32563.032,17244,770,32406,23.761,True
2,2,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",20330,2,gpt-4o-mini,vs_69d4a223a85c8191998d39a756374fbf,25262.808,16634,554,25173,22.008,True
2,2,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",20330,2,gpt-4o-mini,vs_69d4a223a85c8191998d39a756374fbf,49087.862,16637,545,48829,11.161,True
2,2,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,20330,2,gpt-4o-mini,vs_69d4a223a85c8191998d39a756374fbf,45328.625,16800,770,45278,17.006,True
2,2,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",20330,2,gpt-4o-mini,vs_69d4a223a85c8191998d39a756374fbf,11999.674,16617,419,11892,35.234,False
